SK_ID_CURR,LIVE_REGION_NOT_WORK_REGION,REG_REGION_NOT_LIVE_REGION,NAME_HOUSING_TYPE,FLAG_DOCUMENT_2,NAME_CONTRACT_TYPE
146436,0,0,House / apartment,0,Cash loans
146439,0,1,Rented apartment,0,Cash loans
146448,0,0,With parents,0,Cash loans
146449,0,0,House / apartment,0,Cash loans
146452,0,0,House / apartment,0,Cash loans
146456,0,0,House / apartment,0,Cash loans
146460,1,0,Municipal apartment,0,Cash loans
146461,0,1,House / apartment,0,Cash loans
146463,0,0,House / apartment,0,Cash loans
146464,0,0,House / apartment,0,Cash loans
146465,1,0,House / apartment,0,Cash loans
146469,0,0,House / apartment,0,Revolving loans
146470,0,0,House / apartment,0,Cash loans
146474,0,0,House / apartment,0,Revolving loans
146478,0,0,House / apartment,0,Cash loans
146480,0,0,House / apartment,0,Revolving loans
146483,0,0,Rented apartment,0,Cash loans
146489,0,0,House / apartment,0,Revolving loans
146492,0,0,House / apartment,0,Cash loans
146494,0,0,House / apartment,0,Cash loans
146499,0,0,House / apartment,0,Cash loans
146501,0,0,House / apartment,0,Cash loans
146505,0,0,House / apartment,0,Cash loans
146506,0,0,House / apartment,0,Cash loans
146507,0,0,House / apartment,0,Cash loans
146510,0,0,House / apartment,0,Cash loans
146511,0,0,House / apartment,0,Cash loans
146521,0,0,House / apartment,0,Cash loans
146523,0,0,House / apartment,0,Revolving loans
146527,0,0,House / apartment,0,Cash loans
146531,0,0,House / apartment,0,Cash loans
146532,0,0,House / apartment,0,Cash loans
146536,0,0,House / apartment,0,Cash loans
146544,0,0,House / apartment,0,Cash loans
146545,1,0,House / apartment,0,Cash loans
146547,0,0,House / apartment,0,Cash loans
146549,0,0,House / apartment,0,Cash loans
146553,0,0,House / apartment,0,Cash loans
146554,0,0,House / apartment,0,Cash loans
146559,0,0,House / apartment,0,Revolving loans
146563,0,0,House / apartment,0,Cash loans
146564,1,0,House / apartment,0,Cash loans
146572,0,0,House / apartment,0,Cash loans
146585,0,0,With parents,0,Cash loans
146588,0,0,House / apartment,0,Cash loans
146590,0,0,Municipal apartment,0,Revolving loans
146592,0,0,House / apartment,0,Cash loans
146598,0,0,Office apartment,0,Cash loans
146599,0,0,House / apartment,0,Cash loans
146603,0,0,House / apartment,0,Cash loans
146609,1,0,House / apartment,0,Cash loans
146611,0,0,House / apartment,0,Cash loans
146626,0,0,House / apartment,0,Cash loans
146627,1,0,With parents,0,Revolving loans
146628,0,0,House / apartment,0,Cash loans
146629,0,0,House / apartment,0,Cash loans
146632,0,0,House / apartment,0,Cash loans
146635,0,0,House / apartment,0,Cash loans
146645,0,0,House / apartment,0,Cash loans
146646,0,0,Office apartment,0,Cash loans
146650,0,0,House / apartment,0,Cash loans
146658,0,0,House / apartment,0,Cash loans
146659,0,0,House / apartment,0,Cash loans
146664,0,0,House / apartment,0,Cash loans
146665,0,0,House / apartment,0,Cash loans
146669,0,0,House / apartment,0,Cash loans
146672,0,0,House / apartment,0,Revolving loans
146674,0,0,House / apartment,0,Revolving loans
146675,0,0,House / apartment,0,Cash loans
146682,0,0,House / apartment,0,Cash loans
146684,0,0,House / apartment,0,Cash loans
146687,0,0,House / apartment,0,Revolving loans
146689,0,0,House / apartment,0,Cash loans
146690,0,0,House / apartment,0,Cash loans
146692,0,0,House / apartment,0,Cash loans
146693,0,0,House / apartment,0,Cash loans
146696,0,0,House / apartment,0,Cash loans
146701,0,0,House / apartment,0,Cash loans
146705,0,0,House / apartment,0,Revolving loans
146707,0,0,House / apartment,0,Cash loans
146710,0,0,House / apartment,0,Cash loans
146722,0,1,Municipal apartment,0,Cash loans
146726,0,0,House / apartment,0,Cash loans
146729,0,0,House / apartment,0,Cash loans
146731,0,0,House / apartment,0,Cash loans
146734,0,0,House / apartment,0,Cash loans
146736,0,0,House / apartment,0,Cash loans
146740,0,0,House / apartment,0,Cash loans
146742,0,0,House / apartment,0,Cash loans
146743,0,0,House / apartment,0,Cash loans
146745,0,0,House / apartment,0,Cash loans
146747,0,0,With parents,0,Cash loans
146748,0,0,House / apartment,0,Cash loans
146750,0,0,House / apartment,0,Cash loans
146758,0,1,House / apartment,0,Revolving loans
146766,0,0,With parents,0,Cash loans
146769,0,0,House / apartment,0,Cash loans
146772,0,0,House / apartment,0,Cash loans
146773,0,0,House / apartment,0,Cash loans
146777,0,0,House / apartment,0,Cash loans
146779,0,0,Rented apartment,0,Cash loans
146780,0,0,With parents,0,Cash loans
146781,1,0,House / apartment,0,Revolving loans
146792,0,0,House / apartment,0,Cash loans
146795,0,0,House / apartment,0,Cash loans
146797,0,0,House / apartment,0,Cash loans
146798,0,0,House / apartment,0,Cash loans
146802,0,0,House / apartment,0,Cash loans
146805,0,0,House / apartment,0,Cash loans
146816,0,0,Municipal apartment,0,Cash loans
146817,0,1,House / apartment,0,Cash loans
146822,0,0,House / apartment,0,Revolving loans
146826,0,0,House / apartment,0,Cash loans
146828,0,0,House / apartment,0,Cash loans
146830,0,0,House / apartment,0,Cash loans
146833,0,0,House / apartment,0,Cash loans
146837,0,0,Co-op apartment,0,Revolving loans
146839,0,0,House / apartment,0,Cash loans
146841,0,0,Municipal apartment,0,Revolving loans
146850,0,0,House / apartment,0,Cash loans
146853,0,0,House / apartment,0,Cash loans
146854,0,0,House / apartment,0,Cash loans
146857,0,0,House / apartment,0,Cash loans
146861,0,0,House / apartment,0,Cash loans
146863,0,0,House / apartment,0,Cash loans
146866,0,0,House / apartment,0,Cash loans
146867,0,0,House / apartment,0,Cash loans
146876,0,0,Rented apartment,0,Cash loans
146882,0,0,House / apartment,0,Cash loans
146885,0,0,House / apartment,0,Cash loans
146899,0,0,House / apartment,0,Cash loans
146900,0,0,House / apartment,0,Cash loans
146901,0,0,House / apartment,0,Cash loans
146902,0,0,House / apartment,0,Cash loans
146907,0,0,House / apartment,0,Revolving loans
146908,0,0,House / apartment,0,Cash loans
146911,0,0,House / apartment,0,Cash loans
146915,0,0,House / apartment,0,Cash loans
146920,0,0,House / apartment,0,Cash loans
146922,0,0,House / apartment,0,Cash loans
146924,0,0,House / apartment,0,Revolving loans
146925,0,0,House / apartment,0,Cash loans
146929,0,0,House / apartment,0,Cash loans
146931,0,0,House / apartment,0,Cash loans
146935,0,0,House / apartment,0,Cash loans
146943,0,0,House / apartment,0,Revolving loans
146946,0,0,House / apartment,0,Cash loans
146947,0,0,House / apartment,0,Cash loans
146948,0,0,House / apartment,0,Cash loans
146956,0,0,House / apartment,0,Cash loans
146960,0,0,House / apartment,0,Cash loans
146969,0,0,Municipal apartment,0,Cash loans
146975,0,0,House / apartment,0,Cash loans
146976,0,0,House / apartment,0,Cash loans
146980,0,0,House / apartment,0,Cash loans
146988,0,0,House / apartment,0,Revolving loans
146989,0,0,House / apartment,0,Cash loans
146990,0,0,Municipal apartment,0,Cash loans
146992,1,0,House / apartment,0,Cash loans
146993,0,0,House / apartment,0,Cash loans
146995,0,0,House / apartment,0,Cash loans
146996,0,0,House / apartment,0,Cash loans
146998,0,0,House / apartment,0,Cash loans
147000,0,0,With parents,0,Cash loans
147002,0,0,House / apartment,0,Cash loans
147003,0,0,House / apartment,0,Revolving loans
147010,0,0,House / apartment,0,Revolving loans
147011,0,0,House / apartment,0,Cash loans
147012,0,0,House / apartment,0,Cash loans
147015,0,0,House / apartment,0,Cash loans
147018,0,0,House / apartment,0,Cash loans
147019,0,0,House / apartment,0,Cash loans
147023,0,0,House / apartment,0,Cash loans
147024,0,0,House / apartment,0,Cash loans
147026,0,0,House / apartment,0,Revolving loans
147028,0,0,House / apartment,0,Cash loans
147032,0,0,House / apartment,0,Cash loans
147034,0,0,House / apartment,0,Cash loans
147035,0,0,House / apartment,0,Cash loans
147043,0,0,House / apartment,0,Cash loans
147047,0,0,House / apartment,0,Cash loans
147051,0,0,With parents,0,Cash loans
147055,0,0,House / apartment,0,Cash loans
147057,0,0,House / apartment,0,Revolving loans
147064,0,0,House / apartment,0,Cash loans
147067,0,0,House / apartment,0,Cash loans
147069,0,0,Office apartment,0,Cash loans
147070,0,0,House / apartment,0,Cash loans
147071,1,0,House / apartment,0,Cash loans
147076,0,0,House / apartment,0,Cash loans
147084,0,0,House / apartment,0,Cash loans
147087,0,0,House / apartment,0,Revolving loans
147089,0,0,House / apartment,0,Cash loans
147092,0,0,House / apartment,0,Cash loans
147095,0,0,House / apartment,0,Cash loans
147096,0,0,House / apartment,0,Cash loans
147100,0,0,House / apartment,0,Revolving loans
147115,0,0,House / apartment,0,Revolving loans
147121,0,0,House / apartment,0,Cash loans
147130,0,0,House / apartment,0,Cash loans
147131,1,0,House / apartment,0,Cash loans
147148,0,0,House / apartment,0,Cash loans
147152,0,0,House / apartment,0,Cash loans
147154,0,0,House / apartment,0,Cash loans
147156,0,0,House / apartment,0,Revolving loans
147158,0,0,House / apartment,0,Cash loans
147159,0,0,House / apartment,0,Cash loans
147160,0,0,House / apartment,0,Cash loans
147161,0,0,House / apartment,0,Cash loans
147162,0,0,House / apartment,0,Cash loans
147163,0,0,House / apartment,0,Revolving loans
147169,0,0,House / apartment,0,Cash loans
147174,0,0,House / apartment,0,Cash loans
147178,0,0,House / apartment,0,Revolving loans
147179,0,0,House / apartment,0,Cash loans
147181,0,0,House / apartment,0,Cash loans
147186,0,0,House / apartment,0,Revolving loans
147187,0,0,House / apartment,0,Cash loans
147190,0,0,House / apartment,0,Cash loans
147191,0,0,House / apartment,0,Cash loans
147192,0,0,House / apartment,0,Cash loans
147193,0,0,House / apartment,0,Cash loans
147194,0,0,House / apartment,0,Cash loans
147200,0,0,House / apartment,0,Cash loans
147202,0,0,House / apartment,0,Cash loans
147203,0,0,House / apartment,0,Cash loans
147211,0,0,House / apartment,0,Cash loans
147212,0,0,House / apartment,0,Cash loans
147219,0,0,House / apartment,0,Revolving loans
147228,0,0,House / apartment,0,Cash loans
147229,0,0,House / apartment,0,Cash loans
147232,0,0,House / apartment,0,Cash loans
147233,1,0,House / apartment,0,Cash loans
147236,0,0,House / apartment,0,Cash loans
147242,1,0,House / apartment,0,Cash loans
147244,0,0,House / apartment,0,Cash loans
147252,0,0,House / apartment,0,Cash loans
147256,0,0,House / apartment,0,Cash loans
147258,0,0,House / apartment,0,Cash loans
147260,0,0,House / apartment,0,Revolving loans
147261,0,0,House / apartment,0,Cash loans
147266,0,0,House / apartment,0,Cash loans
147269,0,0,House / apartment,0,Cash loans
147271,0,0,House / apartment,0,Cash loans
147274,0,0,House / apartment,0,Revolving loans
147276,0,0,House / apartment,0,Cash loans
147278,0,0,House / apartment,0,Cash loans
147282,0,0,House / apartment,0,Cash loans
147284,0,0,House / apartment,0,Cash loans
147288,0,0,House / apartment,0,Cash loans
147292,0,0,House / apartment,0,Cash loans
147295,0,0,With parents,0,Cash loans
147299,0,0,House / apartment,0,Revolving loans
147311,0,1,House / apartment,0,Cash loans
147320,1,0,Municipal apartment,0,Cash loans
147321,0,0,House / apartment,0,Cash loans
147323,0,0,House / apartment,0,Cash loans
147327,0,0,Rented apartment,0,Cash loans
147328,0,0,House / apartment,0,Cash loans
147330,0,0,House / apartment,0,Cash loans
147332,0,0,House / apartment,0,Cash loans
147333,0,0,House / apartment,0,Cash loans
147334,0,0,With parents,0,Cash loans
147336,0,0,House / apartment,0,Cash loans
147338,0,0,With parents,0,Cash loans
147339,0,0,House / apartment,0,Cash loans
147341,0,0,With parents,0,Cash loans
147347,0,0,House / apartment,0,Cash loans
147348,0,0,House / apartment,0,Cash loans
147349,0,0,House / apartment,0,Cash loans
147350,0,0,House / apartment,0,Cash loans
147352,0,0,House / apartment,0,Cash loans
147357,0,0,Rented apartment,0,Cash loans
147358,0,0,House / apartment,0,Revolving loans
147359,0,0,House / apartment,0,Cash loans
147365,0,0,House / apartment,0,Cash loans
147367,0,0,House / apartment,0,Cash loans
147368,0,0,House / apartment,0,Cash loans
147370,0,0,House / apartment,0,Cash loans
147374,0,0,House / apartment,0,Cash loans
147376,0,0,House / apartment,0,Cash loans
147378,0,0,House / apartment,0,Cash loans
147379,0,0,House / apartment,0,Cash loans
147381,0,0,House / apartment,0,Cash loans
147384,0,0,House / apartment,0,Cash loans
147387,0,0,House / apartment,0,Cash loans
147393,0,0,House / apartment,0,Cash loans
147395,0,0,House / apartment,0,Cash loans
147399,0,0,House / apartment,0,Cash loans
147405,0,0,House / apartment,0,Cash loans
147412,0,0,House / apartment,0,Cash loans
147414,0,0,With parents,0,Revolving loans
147417,0,0,Municipal apartment,0,Cash loans
147419,0,0,House / apartment,0,Cash loans
147421,0,0,House / apartment,0,Cash loans
147423,0,0,House / apartment,0,Cash loans
147424,0,0,House / apartment,0,Cash loans
147430,0,0,House / apartment,0,Cash loans
147436,0,0,House / apartment,0,Cash loans
147437,0,0,House / apartment,0,Cash loans
147442,0,0,House / apartment,0,Cash loans
147445,0,0,Rented apartment,0,Cash loans
147448,0,0,House / apartment,0,Cash loans
147450,0,0,House / apartment,0,Cash loans
147473,0,0,Municipal apartment,0,Cash loans
147477,0,0,House / apartment,0,Cash loans
147478,0,0,House / apartment,0,Cash loans
147484,0,0,House / apartment,0,Cash loans
147487,0,0,House / apartment,0,Cash loans
147490,0,0,House / apartment,0,Revolving loans
147495,0,0,House / apartment,0,Cash loans
147499,0,0,House / apartment,0,Revolving loans
147509,0,1,House / apartment,0,Cash loans
147512,0,0,House / apartment,0,Cash loans
147514,0,0,House / apartment,0,Cash loans
147517,0,0,House / apartment,0,Cash loans
147519,0,0,House / apartment,0,Cash loans
147520,0,0,House / apartment,0,Cash loans
147525,0,0,House / apartment,0,Cash loans
147526,0,0,House / apartment,0,Cash loans
147529,0,0,House / apartment,0,Cash loans
147536,0,0,House / apartment,0,Cash loans
147537,0,0,House / apartment,0,Cash loans
147539,1,0,Municipal apartment,0,Revolving loans
147540,0,0,House / apartment,0,Cash loans
147542,0,0,With parents,0,Revolving loans
147543,0,0,House / apartment,0,Cash loans
147546,0,0,House / apartment,0,Cash loans
147547,0,0,House / apartment,0,Revolving loans
147550,0,0,House / apartment,0,Cash loans
147555,0,0,House / apartment,0,Cash loans
147556,0,0,Office apartment,0,Cash loans
147557,0,0,Municipal apartment,0,Cash loans
147559,0,0,With parents,0,Cash loans
147569,0,0,House / apartment,0,Cash loans
147573,0,0,House / apartment,0,Revolving loans
147574,0,0,House / apartment,0,Cash loans
147575,0,0,Municipal apartment,0,Cash loans
147578,0,0,House / apartment,0,Cash loans
147591,0,0,House / apartment,0,Cash loans
147594,0,0,House / apartment,0,Cash loans
147595,0,0,With parents,0,Revolving loans
147597,0,0,House / apartment,0,Cash loans
147600,0,0,House / apartment,0,Cash loans
147602,0,0,Rented apartment,0,Cash loans
147604,0,0,House / apartment,0,Cash loans
147605,0,0,House / apartment,0,Cash loans
147606,0,0,House / apartment,0,Cash loans
147619,0,0,House / apartment,0,Cash loans
147620,0,0,House / apartment,0,Cash loans
147623,0,0,With parents,0,Cash loans
147626,0,0,House / apartment,0,Cash loans
147629,0,0,House / apartment,0,Cash loans
147634,0,0,House / apartment,0,Cash loans
147638,0,0,House / apartment,0,Cash loans
147642,0,0,House / apartment,0,Cash loans
147647,0,0,House / apartment,0,Revolving loans
147650,0,0,Municipal apartment,0,Cash loans
147652,0,0,House / apartment,0,Cash loans
147653,0,0,House / apartment,0,Cash loans
147663,0,0,House / apartment,0,Cash loans
147664,0,0,House / apartment,0,Revolving loans
147672,0,0,House / apartment,0,Cash loans
147674,0,0,House / apartment,0,Cash loans
147676,0,0,House / apartment,0,Revolving loans
147679,0,0,House / apartment,0,Cash loans
147680,0,0,House / apartment,0,Cash loans
147683,0,0,House / apartment,0,Cash loans
147685,0,0,House / apartment,0,Cash loans
147692,0,0,House / apartment,0,Cash loans
147701,0,0,House / apartment,0,Cash loans
147704,0,0,House / apartment,0,Cash loans
147709,0,0,House / apartment,0,Cash loans
147719,0,0,With parents,0,Cash loans
147721,0,0,With parents,0,Cash loans
147728,0,0,House / apartment,0,Cash loans
147732,0,0,House / apartment,0,Cash loans
147736,0,0,House / apartment,0,Cash loans
147739,0,0,House / apartment,0,Cash loans
147743,0,0,House / apartment,0,Revolving loans
147746,0,0,House / apartment,0,Cash loans
147747,0,0,Municipal apartment,0,Cash loans
147765,0,0,House / apartment,0,Cash loans
147767,0,0,House / apartment,0,Cash loans
147769,0,0,House / apartment,0,Cash loans
147772,0,0,House / apartment,0,Cash loans
147775,0,0,House / apartment,0,Revolving loans
147777,0,0,House / apartment,0,Cash loans
147779,0,0,House / apartment,0,Cash loans
147780,0,0,House / apartment,0,Cash loans
147782,0,0,House / apartment,0,Cash loans
147785,1,1,Rented apartment,0,Cash loans
147798,0,0,House / apartment,0,Cash loans
147800,0,0,House / apartment,0,Cash loans
147802,0,0,House / apartment,0,Cash loans
147805,0,0,House / apartment,0,Cash loans
147812,0,0,House / apartment,0,Revolving loans
147813,0,0,House / apartment,0,Cash loans
147814,0,0,House / apartment,0,Cash loans
147816,0,0,House / apartment,0,Revolving loans
147818,0,0,House / apartment,0,Cash loans
147819,0,0,Municipal apartment,0,Cash loans
147821,0,0,House / apartment,0,Cash loans
147825,0,0,House / apartment,0,Revolving loans
147834,0,0,House / apartment,0,Cash loans
147838,1,0,House / apartment,0,Cash loans
147841,0,0,House / apartment,0,Cash loans
147843,0,0,House / apartment,0,Cash loans
147846,0,1,Rented apartment,0,Revolving loans
147853,0,0,House / apartment,0,Cash loans
147857,0,1,House / apartment,0,Cash loans
147859,0,0,House / apartment,0,Cash loans
147869,0,0,House / apartment,0,Cash loans
147871,0,0,Office apartment,0,Cash loans
147873,0,0,House / apartment,0,Cash loans
147876,0,0,House / apartment,0,Cash loans
147879,0,0,House / apartment,0,Cash loans
147880,0,0,House / apartment,0,Cash loans
147881,0,0,House / apartment,0,Cash loans
147885,0,0,House / apartment,0,Cash loans
147887,0,0,House / apartment,0,Cash loans
147890,0,0,House / apartment,0,Cash loans
147892,0,0,House / apartment,0,Revolving loans
147894,0,0,House / apartment,0,Cash loans
147896,0,0,House / apartment,0,Cash loans
147897,0,0,House / apartment,0,Cash loans
147898,0,0,House / apartment,0,Cash loans
147900,0,0,Rented apartment,0,Cash loans
147906,0,0,House / apartment,0,Revolving loans
147908,0,0,House / apartment,0,Cash loans
147910,0,0,House / apartment,0,Cash loans
147914,0,0,House / apartment,0,Cash loans
147919,0,0,House / apartment,0,Cash loans
147926,0,0,House / apartment,0,Cash loans
147930,0,0,House / apartment,0,Cash loans
147934,0,0,House / apartment,0,Cash loans
147935,0,0,With parents,0,Cash loans
147936,0,0,House / apartment,0,Cash loans
147940,0,0,House / apartment,0,Cash loans
147944,0,0,Municipal apartment,0,Cash loans
147947,0,0,House / apartment,0,Cash loans
147948,0,0,House / apartment,0,Cash loans
147957,0,0,With parents,0,Cash loans
147961,0,0,House / apartment,0,Cash loans
147970,0,0,House / apartment,0,Cash loans
147971,0,0,With parents,0,Cash loans
147972,0,0,House / apartment,0,Cash loans
147973,0,0,House / apartment,0,Cash loans
147974,0,0,House / apartment,0,Cash loans
147980,0,0,House / apartment,0,Cash loans
147984,0,0,House / apartment,0,Cash loans
147988,0,0,House / apartment,0,Cash loans
147991,0,0,House / apartment,0,Cash loans
147996,0,0,House / apartment,0,Cash loans
147997,0,0,House / apartment,0,Cash loans
147999,0,0,House / apartment,0,Cash loans
148003,0,0,House / apartment,0,Cash loans
148007,0,0,House / apartment,0,Cash loans
148008,0,0,House / apartment,0,Cash loans
148019,0,0,House / apartment,0,Cash loans
148024,0,0,House / apartment,0,Cash loans
148028,0,0,House / apartment,0,Cash loans
148040,0,0,House / apartment,0,Cash loans
148041,0,0,House / apartment,0,Cash loans
148051,0,0,House / apartment,0,Cash loans
148055,0,0,With parents,0,Cash loans
148059,0,0,House / apartment,0,Cash loans
148066,0,0,House / apartment,0,Cash loans
148077,0,0,House / apartment,0,Cash loans
148085,0,0,House / apartment,0,Cash loans
148090,0,0,House / apartment,0,Cash loans
148092,0,0,Municipal apartment,0,Cash loans
148093,0,0,House / apartment,0,Cash loans
148094,0,0,House / apartment,0,Cash loans
148095,0,0,House / apartment,0,Cash loans
148096,0,0,House / apartment,0,Cash loans
148104,0,0,House / apartment,0,Cash loans
148111,0,0,House / apartment,0,Cash loans
148118,0,0,House / apartment,0,Revolving loans
148119,1,0,House / apartment,0,Cash loans
148121,0,0,House / apartment,0,Cash loans
148125,0,0,House / apartment,0,Cash loans
148128,0,0,House / apartment,0,Cash loans
148130,0,0,House / apartment,0,Cash loans
148134,0,0,House / apartment,0,Cash loans
148136,0,0,House / apartment,0,Cash loans
148137,0,0,House / apartment,0,Cash loans
148139,0,0,House / apartment,0,Cash loans
148143,0,0,With parents,0,Cash loans
148145,0,0,House / apartment,0,Cash loans
148146,0,0,House / apartment,0,Revolving loans
148147,0,0,House / apartment,0,Cash loans
148151,0,0,House / apartment,0,Cash loans
148152,0,0,House / apartment,0,Cash loans
148155,0,0,House / apartment,0,Cash loans
148173,0,0,House / apartment,0,Cash loans
148176,0,0,House / apartment,0,Cash loans
148177,0,0,House / apartment,0,Cash loans
148179,0,0,House / apartment,0,Cash loans
148181,0,0,House / apartment,0,Cash loans
148183,0,0,House / apartment,0,Cash loans
148189,1,0,House / apartment,0,Cash loans
148190,0,0,Rented apartment,0,Revolving loans
148191,0,0,House / apartment,0,Cash loans
148197,0,0,House / apartment,0,Cash loans
148200,0,0,House / apartment,0,Cash loans
148202,0,0,House / apartment,0,Cash loans
148203,0,0,House / apartment,0,Cash loans
148209,0,0,House / apartment,0,Cash loans
148211,0,0,With parents,0,Cash loans
148213,0,0,Municipal apartment,0,Cash loans
148220,0,0,House / apartment,0,Cash loans
148225,0,0,House / apartment,0,Cash loans
148226,0,0,House / apartment,0,Revolving loans
148227,0,0,House / apartment,0,Cash loans
148239,0,0,House / apartment,0,Cash loans
148243,0,0,House / apartment,0,Cash loans
148251,0,0,Municipal apartment,0,Cash loans
148257,0,0,House / apartment,0,Cash loans
148264,0,0,House / apartment,0,Cash loans
148266,0,0,House / apartment,0,Cash loans
148273,0,0,House / apartment,0,Cash loans
148277,0,0,House / apartment,0,Cash loans
148279,0,0,House / apartment,0,Cash loans
148281,0,0,House / apartment,0,Cash loans
148284,0,0,House / apartment,0,Cash loans
148293,0,0,House / apartment,0,Cash loans
148295,0,0,House / apartment,0,Cash loans
148297,0,0,House / apartment,0,Cash loans
148298,0,0,House / apartment,0,Revolving loans
148302,1,0,House / apartment,0,Cash loans
148303,0,0,House / apartment,0,Cash loans
148321,0,0,House / apartment,0,Cash loans
148326,0,0,House / apartment,0,Cash loans
148328,0,0,House / apartment,0,Cash loans
148329,0,0,House / apartment,0,Cash loans
148332,0,0,House / apartment,0,Cash loans
148334,0,0,House / apartment,0,Revolving loans
148335,0,0,With parents,0,Cash loans
148338,0,0,House / apartment,0,Cash loans
148347,0,0,House / apartment,0,Cash loans
148348,1,0,House / apartment,0,Cash loans
148349,0,0,House / apartment,0,Cash loans
148351,0,0,House / apartment,0,Cash loans
148355,0,0,House / apartment,0,Cash loans
148365,0,0,House / apartment,0,Cash loans
148366,0,0,House / apartment,0,Cash loans
148367,0,0,House / apartment,0,Cash loans
148377,0,0,With parents,0,Cash loans
148381,0,0,House / apartment,0,Cash loans
148383,0,0,House / apartment,0,Cash loans
148387,0,0,House / apartment,0,Cash loans
148388,0,0,House / apartment,0,Cash loans
148397,0,0,House / apartment,0,Cash loans
148399,0,0,House / apartment,0,Cash loans
148411,0,0,House / apartment,0,Cash loans
148414,0,0,House / apartment,0,Cash loans
148416,0,0,House / apartment,0,Cash loans
148417,0,0,With parents,0,Cash loans
148418,0,0,House / apartment,0,Cash loans
148420,0,0,With parents,0,Revolving loans
148422,0,0,House / apartment,0,Cash loans
148424,0,0,House / apartment,0,Cash loans
148426,0,0,House / apartment,0,Cash loans
148429,0,0,House / apartment,0,Cash loans
148431,0,0,House / apartment,0,Cash loans
148439,0,0,House / apartment,0,Cash loans
148441,0,0,House / apartment,0,Cash loans
148444,0,0,House / apartment,0,Cash loans
148446,0,0,House / apartment,0,Cash loans
148447,0,0,House / apartment,0,Revolving loans
148452,0,0,House / apartment,0,Cash loans
148453,0,0,House / apartment,0,Cash loans
148455,0,0,Municipal apartment,0,Cash loans
148460,0,0,House / apartment,0,Revolving loans
148461,0,0,House / apartment,0,Cash loans
148462,0,0,Municipal apartment,0,Cash loans
148466,0,0,House / apartment,0,Cash loans
148468,0,0,With parents,0,Cash loans
148470,0,0,House / apartment,0,Cash loans
148472,0,0,House / apartment,0,Cash loans
148473,0,0,House / apartment,0,Cash loans
148480,0,0,House / apartment,0,Cash loans
148482,0,0,House / apartment,0,Cash loans
148485,0,0,House / apartment,0,Cash loans
148486,0,0,House / apartment,0,Cash loans
148487,0,0,House / apartment,0,Revolving loans
148489,0,0,House / apartment,0,Revolving loans
148491,0,0,House / apartment,0,Cash loans
148492,0,0,House / apartment,0,Cash loans
148494,0,0,Municipal apartment,0,Cash loans
148495,0,0,House / apartment,0,Cash loans
148500,0,0,House / apartment,0,Cash loans
148502,0,0,Municipal apartment,0,Cash loans
148503,0,0,House / apartment,0,Cash loans
148505,0,0,House / apartment,0,Cash loans
148506,0,0,House / apartment,0,Cash loans
148509,0,0,House / apartment,0,Cash loans
148510,0,0,House / apartment,0,Cash loans
148514,0,0,House / apartment,0,Cash loans
148516,0,0,House / apartment,0,Cash loans
148518,0,0,House / apartment,0,Cash loans
148522,0,0,Office apartment,0,Cash loans
148524,1,0,House / apartment,0,Cash loans
148529,0,0,House / apartment,0,Cash loans
148536,0,0,House / apartment,0,Cash loans
148537,0,0,House / apartment,0,Cash loans
148542,0,0,Rented apartment,0,Cash loans
148544,0,0,House / apartment,0,Cash loans
148552,0,0,House / apartment,0,Cash loans
148553,0,0,House / apartment,0,Cash loans
148554,0,0,Co-op apartment,0,Cash loans
148559,0,0,House / apartment,0,Cash loans
148560,0,0,Rented apartment,0,Cash loans
148565,0,0,House / apartment,0,Cash loans
148566,0,0,House / apartment,0,Cash loans
148567,0,0,House / apartment,0,Cash loans
148568,0,0,With parents,0,Cash loans
148572,0,0,House / apartment,0,Cash loans
148576,0,0,Municipal apartment,0,Cash loans
148580,0,0,House / apartment,0,Cash loans
148583,0,0,House / apartment,0,Cash loans
148584,0,0,House / apartment,0,Cash loans
148589,0,0,House / apartment,0,Revolving loans
148594,0,0,House / apartment,0,Cash loans
148598,0,0,House / apartment,0,Cash loans
148601,0,0,House / apartment,0,Cash loans
148603,0,0,Rented apartment,0,Revolving loans
148605,1,0,Municipal apartment,0,Revolving loans
148608,0,0,Office apartment,0,Cash loans
148610,0,0,House / apartment,0,Revolving loans
148612,0,0,House / apartment,0,Revolving loans
148614,1,0,House / apartment,0,Cash loans
148615,1,0,House / apartment,0,Cash loans
148624,0,0,House / apartment,0,Cash loans
148629,0,0,House / apartment,0,Cash loans
148631,0,0,House / apartment,0,Cash loans
148635,0,0,House / apartment,0,Cash loans
148645,0,0,House / apartment,0,Cash loans
148647,0,0,Municipal apartment,0,Cash loans
148648,0,0,House / apartment,0,Cash loans
148650,0,0,House / apartment,0,Cash loans
148651,0,0,House / apartment,0,Revolving loans
148652,0,0,Municipal apartment,0,Cash loans
148659,0,0,House / apartment,0,Cash loans
148660,0,0,House / apartment,0,Cash loans
148661,0,0,House / apartment,0,Cash loans
148664,0,0,House / apartment,0,Cash loans
148667,0,0,House / apartment,0,Cash loans
148668,0,0,House / apartment,0,Cash loans
148672,0,0,With parents,0,Revolving loans
148676,1,0,House / apartment,0,Cash loans
148679,0,0,House / apartment,0,Cash loans
148682,0,0,House / apartment,0,Cash loans
148684,0,0,House / apartment,0,Cash loans
148691,0,0,With parents,0,Cash loans
148694,0,0,House / apartment,0,Cash loans
148698,0,0,House / apartment,0,Cash loans
