SK_ID_CURR,LIVE_REGION_NOT_WORK_REGION,REG_REGION_NOT_LIVE_REGION,NAME_HOUSING_TYPE,FLAG_DOCUMENT_2,NAME_CONTRACT_TYPE,FLAG_DOCUMENT_19,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,NONLIVINGAPARTMENTS_MEDI,FLOORSMAX_MODE
288572,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0078,0.3333
288582,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288584,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
288590,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
288593,0,0,Municipal apartment,0,Cash loans,0,0.0,0.0,,
288600,0,0,House / apartment,0,Cash loans,0,1.0,0.0,,
288603,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288606,0,0,Office apartment,0,Cash loans,0,0.0,0.0,,
288608,0,0,House / apartment,0,Cash loans,0,0.0,1.0,0.0155,0.3333
288610,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,
288613,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
288616,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
288618,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288624,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,
288625,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288627,1,0,House / apartment,0,Cash loans,0,,,,
288630,0,0,With parents,0,Cash loans,0,0.0,0.0,,0.3333
288631,0,0,With parents,0,Cash loans,0,0.0,0.0,,
288638,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.3333
288640,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288649,0,0,House / apartment,0,Cash loans,0,0.0,7.0,,0.1667
288653,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.1667
288659,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288662,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288667,0,0,House / apartment,0,Revolving loans,0,0.0,0.0,,0.3333
288676,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288677,1,0,House / apartment,0,Cash loans,0,0.0,2.0,,
288679,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
288682,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
288683,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288684,0,0,With parents,0,Cash loans,0,0.0,0.0,,
288690,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288691,0,0,House / apartment,0,Revolving loans,0,0.0,2.0,0.0,0.1667
288695,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288697,0,0,House / apartment,0,Cash loans,0,,,0.0,0.3333
288705,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.5417
288707,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,0.0417
288710,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288711,0,0,House / apartment,0,Cash loans,0,0.0,2.0,0.0,0.0833
288712,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.375
288713,0,0,House / apartment,0,Cash loans,1,0.0,0.0,,
288716,1,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288717,0,0,House / apartment,0,Cash loans,0,,,,0.1667
288718,0,0,House / apartment,0,Cash loans,0,,,0.0116,0.1667
288721,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288723,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288725,0,0,House / apartment,0,Cash loans,0,1.0,1.0,0.0039,0.1667
288730,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,
288733,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,
288735,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288736,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,
288743,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
288745,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288746,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288748,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,0.3333
288756,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288757,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.1667
288758,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.0417
288764,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
288765,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,0.3333
288767,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,
288782,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.0833
288783,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288785,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288786,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288789,0,0,House / apartment,0,Cash loans,0,0.0,1.0,0.0,0.3333
288809,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
288816,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288817,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288820,0,0,Municipal apartment,0,Cash loans,0,0.0,1.0,,
288827,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288832,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288833,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
288834,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288841,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288844,0,0,House / apartment,0,Cash loans,0,0.0,12.0,,
288846,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.3333
288850,0,1,House / apartment,0,Cash loans,0,0.0,0.0,0.9317,0.1667
288852,0,0,With parents,0,Cash loans,0,0.0,0.0,,
288857,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288860,0,0,With parents,0,Cash loans,0,0.0,0.0,,
288861,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288869,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288870,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
288871,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,0.1667
288873,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288878,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288880,0,0,House / apartment,0,Cash loans,0,,,,
288881,1,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288885,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.1667
288892,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.375
288893,0,0,With parents,0,Cash loans,0,0.0,0.0,,
288896,0,0,Municipal apartment,0,Revolving loans,0,0.0,0.0,0.0,0.3333
288897,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.0417
288900,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.0417
288902,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0039,0.3333
288906,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288917,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288921,0,0,With parents,0,Cash loans,0,0.0,0.0,,
288922,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288929,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
288935,0,0,House / apartment,0,Cash loans,0,1.0,0.0,0.0078,0.1667
288937,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.0417
288942,0,0,House / apartment,0,Cash loans,0,0.0,1.0,0.0039,0.3333
288943,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288945,1,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288947,0,0,Municipal apartment,0,Cash loans,0,0.0,0.0,0.0427,0.1667
288952,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288954,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288956,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288959,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288960,0,0,House / apartment,0,Cash loans,0,,,,
288964,0,0,With parents,0,Cash loans,0,0.0,0.0,0.0,0.125
288968,0,0,House / apartment,0,Revolving loans,0,0.0,0.0,0.0194,0.375
288970,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
288974,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.0833
288981,0,0,House / apartment,0,Cash loans,0,,,,
288988,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.125
288990,0,0,With parents,0,Cash loans,0,0.0,0.0,,
288991,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0039,0.1667
288994,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0039,0.1667
289000,0,0,House / apartment,0,Revolving loans,0,0.0,0.0,,
289004,0,0,House / apartment,0,Cash loans,0,,,0.0039,0.3333
289005,0,0,House / apartment,0,Cash loans,0,,,,
289011,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,
289018,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,
289020,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289022,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289023,0,0,House / apartment,0,Cash loans,0,,,,0.375
289025,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289029,0,0,House / apartment,0,Cash loans,0,,,,0.125
289031,0,0,With parents,0,Cash loans,0,0.0,0.0,0.0194,0.3333
289044,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.0833
289045,0,0,House / apartment,0,Cash loans,0,,,,
289049,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.1667
289052,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.1667
289058,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0116,0.3333
289060,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0466,0.375
289064,0,0,House / apartment,0,Revolving loans,0,,,,
289066,0,0,House / apartment,0,Cash loans,0,1.0,0.0,0.0427,0.375
289067,1,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.5417
289070,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289071,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289072,1,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0039,0.3333
289075,0,0,Municipal apartment,0,Cash loans,0,0.0,0.0,,0.4583
289077,0,0,With parents,0,Cash loans,0,,,,
289089,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0039,0.3333
289094,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.0
289095,0,0,House / apartment,0,Cash loans,0,0.0,1.0,0.0039,0.0833
289096,0,0,House / apartment,0,Revolving loans,0,0.0,0.0,0.0,0.375
289099,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289101,0,0,With parents,0,Cash loans,0,0.0,12.0,,0.3333
289103,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0039,0.4583
289109,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,
289114,0,0,House / apartment,0,Cash loans,0,1.0,0.0,,
289117,0,0,House / apartment,0,Revolving loans,0,0.0,0.0,,
289119,0,0,Municipal apartment,0,Cash loans,0,1.0,0.0,0.0,0.1667
289125,0,0,House / apartment,0,Cash loans,0,1.0,0.0,,
289129,0,0,House / apartment,0,Cash loans,0,0.0,1.0,0.0,0.1667
289131,0,0,House / apartment,0,Revolving loans,0,0.0,0.0,,0.125
289132,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.375
289134,0,0,House / apartment,0,Cash loans,0,,,,0.0417
289136,1,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.1667
289139,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289140,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0039,0.1667
289141,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,
289142,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.0417
289148,0,0,House / apartment,0,Revolving loans,0,,,,
289149,1,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.4583
289154,1,0,House / apartment,0,Revolving loans,0,0.0,0.0,,0.125
289156,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.125
289157,0,0,With parents,0,Cash loans,0,0.0,0.0,,
289162,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.375
289169,0,0,With parents,0,Cash loans,0,0.0,0.0,,
289172,0,0,House / apartment,0,Cash loans,0,0.0,1.0,0.0,0.1667
289180,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.1667
289181,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
289182,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,0.5417
289183,0,0,House / apartment,0,Cash loans,0,,,,
289184,0,0,House / apartment,0,Revolving loans,0,0.0,0.0,0.0,0.0417
289192,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
289195,0,0,House / apartment,0,Cash loans,0,,,,
289197,0,0,House / apartment,0,Cash loans,0,0.0,1.0,0.0097,0.4583
289201,0,0,Co-op apartment,0,Revolving loans,0,0.0,2.0,0.0,0.0417
289204,0,0,House / apartment,0,Cash loans,0,0.0,3.0,0.0019,0.3333
289212,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289216,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.0833
289221,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289225,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.625
289227,0,0,Rented apartment,0,Cash loans,0,0.0,0.0,,
289231,0,0,House / apartment,0,Cash loans,0,,,,0.1667
289239,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289240,0,0,House / apartment,0,Cash loans,0,0.0,1.0,0.0,0.0417
289245,0,0,House / apartment,0,Revolving loans,0,0.0,0.0,,
289249,0,0,Municipal apartment,0,Cash loans,0,0.0,2.0,0.0,0.1667
289250,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,0.1667
289254,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,
289264,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0039,0.1667
289265,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289268,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289270,0,0,With parents,0,Cash loans,0,0.0,0.0,,0.3333
289272,0,0,With parents,0,Revolving loans,0,0.0,0.0,,
289276,0,0,With parents,0,Revolving loans,0,0.0,0.0,0.0,0.1667
289280,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289283,0,0,House / apartment,0,Cash loans,0,0.0,5.0,0.0,0.1667
289284,1,0,House / apartment,0,Cash loans,0,0.0,1.0,,0.0417
289286,0,0,House / apartment,0,Revolving loans,0,0.0,0.0,,
289287,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0078,0.3333
289291,0,0,House / apartment,0,Cash loans,0,0.0,1.0,0.0,0.125
289293,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,0.0833
289295,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289302,1,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.625
289303,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289306,1,0,With parents,0,Cash loans,0,0.0,0.0,,
289309,0,0,Rented apartment,0,Cash loans,0,0.0,0.0,,0.0417
289310,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289311,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289316,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289319,0,0,House / apartment,0,Revolving loans,0,0.0,2.0,,0.375
289320,0,0,House / apartment,0,Cash loans,0,0.0,1.0,0.0,0.125
289331,0,0,House / apartment,0,Cash loans,0,0.0,1.0,0.0039,0.1667
289341,0,0,Rented apartment,0,Revolving loans,0,0.0,1.0,,
289342,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,
289347,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289353,0,0,House / apartment,0,Revolving loans,0,0.0,0.0,0.0,0.1667
289355,0,1,House / apartment,0,Cash loans,0,0.0,0.0,,
289357,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289360,0,0,House / apartment,0,Cash loans,0,2.0,0.0,,
289361,0,0,House / apartment,0,Cash loans,0,,,0.0,0.1667
289383,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0155,0.125
289386,0,0,House / apartment,0,Cash loans,0,0.0,1.0,0.0,0.1667
289387,1,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0116,0.5417
289389,0,0,With parents,0,Cash loans,0,0.0,1.0,,
289393,1,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289394,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289401,1,0,House / apartment,0,Cash loans,0,,,0.0155,0.9167
289405,0,0,With parents,0,Cash loans,0,0.0,0.0,0.0388,0.375
289407,0,0,House / apartment,0,Cash loans,0,0.0,1.0,0.0,0.375
289409,0,0,House / apartment,0,Cash loans,0,,,0.0,0.5417
289410,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.1667
289414,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289415,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,
289421,1,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.3333
289428,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
289430,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,
289431,0,0,House / apartment,0,Cash loans,0,0.0,1.0,0.0,0.0833
289432,1,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.0417
289437,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289438,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0039,0.1667
289445,0,0,House / apartment,0,Cash loans,0,0.0,2.0,,
289450,0,0,House / apartment,0,Cash loans,0,0.0,4.0,0.0,0.0417
289453,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.3333
289458,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0078,0.3333
289460,0,0,House / apartment,0,Cash loans,0,,,0.0,0.375
289461,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289464,0,0,Office apartment,0,Cash loans,0,0.0,0.0,,
289465,0,0,House / apartment,0,Revolving loans,0,0.0,0.0,,
289468,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289469,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.0417
289470,1,1,Office apartment,0,Cash loans,0,0.0,2.0,,
289476,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0039,0.2917
289477,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
289478,0,0,House / apartment,0,Cash loans,0,0.0,2.0,0.0214,0.375
289479,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0039,0.0833
289480,0,0,With parents,0,Cash loans,0,0.0,0.0,0.0,0.3333
289485,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.125
289487,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.0417
289496,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289501,0,0,Municipal apartment,0,Revolving loans,0,,,,0.3333
289503,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0019,0.375
289505,0,0,House / apartment,0,Cash loans,0,0.0,2.0,,
289507,0,0,With parents,0,Cash loans,0,0.0,0.0,,
289511,0,0,House / apartment,0,Cash loans,0,1.0,0.0,0.0,0.1667
289512,0,0,House / apartment,0,Revolving loans,0,,,,0.3333
289521,0,0,Rented apartment,0,Cash loans,0,0.0,0.0,,
289524,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289527,0,0,House / apartment,0,Revolving loans,0,0.0,0.0,,0.1667
289528,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289530,0,0,House / apartment,0,Cash loans,0,,,0.0,0.1667
289534,0,0,House / apartment,0,Revolving loans,0,0.0,0.0,,
289548,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.1667
289555,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0427,0.1667
289557,0,0,House / apartment,0,Cash loans,0,,,0.0,0.3333
289563,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289564,0,0,With parents,0,Revolving loans,0,,,0.0,0.3333
289571,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289577,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0155,0.1667
289579,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289584,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289586,0,0,With parents,0,Cash loans,0,0.0,0.0,,
289592,1,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289594,0,0,House / apartment,0,Cash loans,0,,,,
289598,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289599,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.4583
289604,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289605,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289606,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.1667
289614,0,0,Municipal apartment,0,Cash loans,0,0.0,0.0,0.0078,0.125
289617,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0039,0.125
289619,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.1667
289624,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289629,0,0,House / apartment,0,Cash loans,0,1.0,0.0,,0.1667
289632,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,
289637,0,0,House / apartment,0,Cash loans,0,,,,
289638,0,0,With parents,0,Cash loans,0,0.0,0.0,0.0,0.1667
289643,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289644,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0039,0.5833
289645,0,0,House / apartment,0,Cash loans,0,,,,0.1667
289653,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289654,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289655,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0078,0.1667
289659,0,0,House / apartment,0,Cash loans,0,,,0.0039,0.1667
289660,1,0,With parents,0,Cash loans,0,0.0,0.0,,
289661,0,0,House / apartment,0,Cash loans,0,,,0.0,0.125
289668,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,
289670,0,0,Municipal apartment,0,Cash loans,0,0.0,0.0,0.0,0.1667
289672,1,0,With parents,0,Cash loans,0,0.0,0.0,,
289676,0,0,House / apartment,0,Cash loans,0,,,0.0,0.1667
289680,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.1667
289691,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.375
289693,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
289695,0,0,House / apartment,0,Cash loans,0,,,0.0,0.3333
289704,1,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
289710,0,0,Municipal apartment,0,Cash loans,0,,,0.0039,0.1667
289714,0,0,House / apartment,0,Cash loans,0,,,0.0,0.0417
289715,0,0,House / apartment,0,Cash loans,0,,,,
289718,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289719,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289724,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289726,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289728,0,0,House / apartment,0,Cash loans,0,0.0,1.0,0.0,0.0833
289729,0,0,House / apartment,0,Revolving loans,0,0.0,0.0,,
289730,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289731,0,0,House / apartment,0,Cash loans,0,1.0,0.0,,
289733,0,0,House / apartment,0,Cash loans,0,,,0.0019,0.3333
289734,0,0,House / apartment,0,Cash loans,0,0.0,5.0,,0.1667
289735,0,0,House / apartment,0,Cash loans,0,0.0,2.0,0.0039,0.1667
289737,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0311,0.1667
289741,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0155,0.3333
289744,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.0417
289745,0,0,Municipal apartment,0,Cash loans,0,0.0,0.0,,0.0417
289746,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289749,0,0,House / apartment,0,Revolving loans,0,0.0,0.0,,
289750,0,0,With parents,0,Cash loans,0,,,,
289754,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.0417
289756,0,0,House / apartment,0,Cash loans,0,0.0,2.0,0.0,0.1667
289760,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289771,0,0,House / apartment,0,Cash loans,0,,,,0.1667
289772,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.0417
289780,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289781,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289785,0,0,House / apartment,0,Cash loans,0,,,0.0,0.3333
289786,1,0,House / apartment,0,Revolving loans,0,0.0,0.0,,
289787,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.1667
289789,0,0,House / apartment,0,Revolving loans,0,0.0,0.0,,
289790,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289791,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,0.1667
289795,0,0,House / apartment,0,Cash loans,0,,,0.0,0.1667
289799,0,0,House / apartment,0,Cash loans,0,0.0,1.0,,0.3333
289800,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.1667
289801,0,0,House / apartment,0,Cash loans,0,,,0.0,0.1667
289803,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.125
289804,0,0,House / apartment,0,Revolving loans,0,0.0,0.0,0.0039,0.3333
289805,0,0,House / apartment,0,Cash loans,0,,,0.0,0.1667
289806,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289807,0,0,Municipal apartment,0,Cash loans,0,0.0,0.0,0.0,0.1667
289811,0,0,With parents,0,Cash loans,0,0.0,0.0,,
289813,0,0,House / apartment,0,Cash loans,0,0.0,1.0,0.0,0.1667
289816,0,0,House / apartment,0,Cash loans,0,,,0.0,0.1667
289820,0,0,House / apartment,0,Cash loans,0,,,0.0,0.375
289821,0,0,House / apartment,0,Cash loans,0,0.0,2.0,0.0272,0.3333
289827,0,0,House / apartment,0,Cash loans,0,,,,
289834,1,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0097,0.5417
289837,0,0,House / apartment,0,Cash loans,0,0.0,15.0,,0.375
289840,0,0,Municipal apartment,0,Cash loans,0,0.0,0.0,,
289841,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,0.0417
289847,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289855,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0039,0.0833
289856,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0233,0.6667
289859,0,0,House / apartment,0,Cash loans,0,,,,
289861,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0349,0.6667
289863,0,0,With parents,0,Cash loans,0,0.0,0.0,0.0,0.1667
289868,0,0,House / apartment,0,Cash loans,0,0.0,0.0,0.0,0.0417
289870,0,0,House / apartment,0,Cash loans,0,,,,
289871,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289874,0,0,Municipal apartment,0,Cash loans,0,0.0,0.0,,
289879,0,0,House / apartment,0,Revolving loans,0,,,0.0,0.3333
289880,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
289890,0,0,House / apartment,0,Cash loans,0,0.0,0.0,,
