SK_ID_CURR,FLAG_DOCUMENT_19,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,NONLIVINGAPARTMENTS_MEDI,FLOORSMAX_MODE
156458,Nay,0.0,1.0,,0.0417
156460,Nay,0.0,1.0,0.0,0.3333
156461,Nay,0.0,0.0,,
156471,Nay,0.0,0.0,,
156472,Nay,0.0,0.0,,
156474,Nay,0.0,0.0,,
156481,Nay,0.0,0.0,,
156483,Nay,0.0,0.0,,0.0417
156487,Nay,,,0.0,0.1667
156505,Nay,0.0,2.0,0.0,0.3333
156506,Nay,0.0,0.0,,
156516,Nay,,,0.0,0.3333
156519,Nay,0.0,0.0,,0.125
156522,Nay,0.0,0.0,,
156524,Nay,0.0,0.0,,
156532,Nay,0.0,0.0,,0.0417
156533,Nay,,,,
156535,Nay,0.0,1.0,,
156540,Nay,0.0,0.0,,
156541,Nay,0.0,0.0,,
156551,Nay,0.0,0.0,0.0078,0.1667
156558,Nay,0.0,0.0,,0.1667
156559,Nay,,,,
156565,Nay,0.0,1.0,0.0039,0.1667
156573,Nay,0.0,0.0,,
156574,Nay,,,,
156575,Nay,0.0,0.0,,0.1667
156580,Nay,,,,0.375
156585,Nay,0.0,0.0,0.0078,0.1667
156589,Nay,0.0,0.0,,
156590,Nay,0.0,0.0,,
156592,Nay,,,,
156593,Nay,0.0,0.0,,
156595,Nay,0.0,0.0,,
156605,Nay,0.0,0.0,,0.1667
156609,Nay,0.0,0.0,0.0078,0.1667
156610,Nay,0.0,0.0,0.0388,0.2917
156616,Nay,0.0,2.0,,
156617,Nay,,,,
156618,Nay,0.0,0.0,,0.3333
156622,Nay,0.0,0.0,,
156628,Nay,1.0,0.0,,0.1667
156641,Nay,0.0,0.0,,
156649,Nay,0.0,0.0,0.0,0.375
156652,Nay,0.0,0.0,,
156653,Nay,0.0,0.0,,
156657,Nay,0.0,2.0,,0.0417
156658,Nay,0.0,0.0,,0.5417
156660,Nay,,,0.0,0.0833
156661,Nay,0.0,0.0,,0.375
156665,Nay,0.0,0.0,0.0,0.1667
156671,Nay,0.0,2.0,,0.0833
156672,Nay,0.0,0.0,0.0,0.125
156675,Nay,0.0,0.0,0.0,0.3333
156680,Nay,0.0,1.0,,0.375
156683,Nay,0.0,0.0,,
156684,Nay,0.0,0.0,0.0,0.1667
156693,Nay,1.0,0.0,,
156698,Nay,0.0,0.0,,
156699,Nay,0.0,0.0,0.0194,0.5417
156703,Nay,,,,0.1667
156704,Nay,0.0,0.0,,
156706,Nay,0.0,3.0,0.0,0.1667
156708,Nay,,,,
156709,Nay,0.0,0.0,0.0,0.125
156713,Nay,0.0,0.0,0.0,0.1667
156714,Nay,0.0,0.0,0.0,0.125
156716,Nay,0.0,0.0,,0.3333
156720,Nay,0.0,0.0,0.0,0.1667
156737,Nay,0.0,0.0,0.0,0.0417
156741,Nay,0.0,0.0,,
156744,Nay,0.0,1.0,0.0,0.1667
156745,Nay,0.0,0.0,,
156747,Nay,,,,
156748,Nay,0.0,0.0,,0.1667
156751,Nay,0.0,0.0,,
156759,Nay,0.0,0.0,0.0039,0.3333
156760,Nay,0.0,0.0,,0.0
156763,Nay,0.0,1.0,,0.1667
156766,Nay,0.0,0.0,,
156770,Nay,,,0.0,0.1667
156771,Nay,,,,0.1667
156779,Nay,0.0,0.0,,
156787,Nay,0.0,0.0,0.0078,0.1667
156790,Nay,0.0,1.0,,
156791,Nay,0.0,0.0,0.0039,0.1667
156796,Nay,,,,0.1667
156802,Nay,0.0,0.0,,
156803,Nay,1.0,0.0,0.0,0.0417
156805,Nay,0.0,0.0,0.0,0.375
156806,Nay,0.0,1.0,,
156807,Nay,0.0,0.0,,
156811,Nay,0.0,0.0,,
156812,Nay,,,,
156813,Nay,0.0,0.0,0.0,0.25
156818,Nay,0.0,0.0,0.0,0.1667
156820,Nay,0.0,0.0,,0.1667
156821,Nay,,,,
156824,Nay,0.0,0.0,,0.0833
156825,Nay,0.0,1.0,0.0,0.3333
156826,Nay,0.0,0.0,,
156827,Nay,0.0,0.0,,0.1667
156828,Nay,,,,
156831,Nay,0.0,0.0,,0.125
156836,Nay,,,,0.1667
156839,Nay,0.0,0.0,,0.1667
156842,Nay,0.0,0.0,,0.375
156843,Nay,0.0,0.0,,
156846,Nay,0.0,3.0,0.0,0.3333
156855,Nay,0.0,0.0,,0.0417
156857,Nay,0.0,0.0,0.0116,0.1667
156859,Nay,0.0,0.0,,0.3333
156864,Nay,0.0,1.0,,
156865,Nay,0.0,0.0,,0.0417
156868,Nay,0.0,0.0,0.0,0.0833
156869,Nay,0.0,0.0,,
156874,Nay,0.0,0.0,0.0116,0.5417
156877,Nay,,,,0.1667
156883,Nay,0.0,0.0,,
156886,Nay,0.0,1.0,,
156889,Nay,0.0,0.0,,0.0
156892,Nay,,,,
156893,Nay,0.0,1.0,0.0,0.1667
156894,Nay,0.0,0.0,0.0,0.0
156898,Nay,0.0,0.0,,
156900,Nay,0.0,0.0,,
156906,Nay,0.0,0.0,,
156907,Nay,0.0,0.0,,
156908,Nay,,,,
156912,Nay,0.0,1.0,,0.3333
156913,Nay,0.0,0.0,,
156917,Nay,1.0,0.0,,
156919,Nay,0.0,0.0,0.0,0.3333
156922,Nay,0.0,0.0,,
156923,Nay,0.0,0.0,,
156927,Nay,0.0,0.0,,0.3333
156930,Nay,,,0.0039,0.1667
156935,Nay,0.0,0.0,,
156936,Nay,0.0,0.0,,
156943,Nay,0.0,0.0,0.0,0.1667
156944,Nay,0.0,0.0,,
156949,Nay,0.0,0.0,,0.1667
156954,Nay,0.0,0.0,,0.3333
156956,Nay,0.0,0.0,,
156957,Nay,,,,
156959,Nay,0.0,0.0,,
156960,Nay,0.0,6.0,0.0,0.3333
156961,Nay,0.0,2.0,,0.1667
156962,Nay,1.0,0.0,0.0,0.0417
156967,Nay,0.0,0.0,0.0039,0.1667
156972,Nay,0.0,0.0,,
156973,Nay,0.0,0.0,,
156976,Nay,0.0,0.0,,
156977,Nay,0.0,0.0,,
156982,Nay,0.0,0.0,,
156985,Nay,0.0,0.0,,
156986,Nay,0.0,0.0,,0.3333
156987,Nay,0.0,0.0,,
156990,Nay,0.0,0.0,,0.0417
156991,Nay,,,,
156995,Nay,0.0,0.0,,
156999,Nay,0.0,0.0,,
157000,Nay,0.0,0.0,,
157001,Nay,0.0,1.0,,
157009,Nay,0.0,0.0,0.0,0.1667
157010,Nay,0.0,0.0,,
157014,Nay,0.0,0.0,,
157015,Nay,0.0,0.0,0.0,0.1667
157022,Nay,0.0,1.0,,
157023,Nay,0.0,4.0,0.0,0.0833
157024,Nay,0.0,0.0,0.0,0.375
157026,Nay,0.0,0.0,,
157029,Nay,0.0,0.0,,
157035,Nay,0.0,0.0,,
157037,Nay,0.0,0.0,,
157049,Nay,0.0,0.0,,
157051,Nay,0.0,0.0,,
157055,Nay,0.0,0.0,0.0854,0.1667
157056,Nay,0.0,0.0,0.0233,0.1667
157060,Nay,0.0,0.0,,0.3333
157062,Nay,0.0,0.0,0.0,0.0417
157063,Nay,0.0,0.0,0.0,0.0417
157068,Nay,0.0,0.0,,
157072,Nay,0.0,0.0,,
157076,Nay,0.0,0.0,0.0,0.375
157077,Nay,0.0,0.0,,0.0417
157082,Nay,,,,0.25
157087,Nay,0.0,0.0,,
157094,Nay,,,,0.0417
157095,Nay,0.0,0.0,,
157099,Nay,0.0,1.0,,
157100,Nay,0.0,0.0,,
157107,Nay,0.0,0.0,,
157108,Nay,0.0,0.0,,0.3333
157115,Nay,1.0,0.0,0.0,0.375
157117,Nay,0.0,0.0,,
157128,Nay,0.0,0.0,,
157129,Nay,0.0,1.0,,
157131,Nay,0.0,0.0,,
157134,Nay,0.0,0.0,,
157136,Nay,0.0,0.0,,
157143,Nay,0.0,0.0,,0.0
157154,Nay,0.0,1.0,,0.1667
157156,Nay,0.0,0.0,,
157162,Nay,0.0,0.0,,
157166,Nay,,,0.1242,0.0417
157172,Nay,0.0,1.0,,
157175,Nay,0.0,0.0,0.0,0.3333
157186,Nay,0.0,0.0,,
157188,Nay,,,,
157190,Nay,0.0,0.0,,
157191,Nay,0.0,0.0,,
157196,Nay,0.0,0.0,,
157197,Nay,0.0,1.0,,
157201,Nay,0.0,0.0,0.0,0.1667
157206,Nay,0.0,0.0,,
157214,Nay,,,,0.1667
157217,Nay,0.0,0.0,0.0,0.1667
157226,Nay,0.0,0.0,,0.1667
157230,Nay,0.0,0.0,0.0155,0.1667
157232,Nay,0.0,1.0,,
157236,Nay,0.0,1.0,,0.1667
157238,Nay,,,0.0078,0.1667
157240,Nay,,,,
157243,Nay,0.0,0.0,,0.1667
157248,Nay,0.0,0.0,,
157250,Nay,0.0,0.0,0.0194,0.1667
157256,Nay,0.0,1.0,,0.1667
157257,Nay,,,,
157259,Nay,0.0,0.0,,
157266,Nay,0.0,0.0,,
157267,Nay,,,,
157268,Nay,0.0,0.0,,0.0833
157273,Nay,0.0,0.0,,
157275,Nay,0.0,0.0,,0.125
157278,Nay,0.0,1.0,,
157287,Nay,0.0,0.0,,
157293,Nay,0.0,1.0,0.0194,0.1667
157295,Nay,0.0,0.0,0.0,0.3333
157299,Nay,0.0,0.0,0.0,0.1667
157300,Nay,,,,
157302,Nay,0.0,0.0,,
157307,Nay,0.0,0.0,,0.375
157310,Nay,0.0,0.0,,
157317,Nay,0.0,0.0,0.0078,0.1667
157318,Nay,0.0,0.0,0.0078,0.3333
157319,Nay,0.0,0.0,,0.3333
157329,Nay,0.0,0.0,,0.3333
157334,Nay,,,0.0,0.1667
157335,Nay,0.0,0.0,,
157340,Nay,0.0,0.0,,
157341,Nay,0.0,0.0,0.0039,0.125
157342,Nay,0.0,0.0,0.0,0.375
157348,Nay,0.0,0.0,,
157349,Nay,0.0,0.0,,
157351,Nay,0.0,0.0,0.0116,0.1667
157352,Nay,0.0,0.0,0.0,0.5417
157353,Nay,0.0,0.0,,
157354,Nay,0.0,0.0,,
157357,Nay,0.0,2.0,,0.625
157359,Nay,0.0,0.0,,
157360,Nay,0.0,0.0,,
157366,Nay,0.0,0.0,,0.3333
157368,Nay,0.0,0.0,,0.0833
157370,Nay,0.0,0.0,,
157375,Nay,1.0,0.0,,0.0417
157379,Nay,0.0,0.0,,
157389,Nay,0.0,0.0,,
157391,Nay,0.0,0.0,0.0,0.0417
157400,Nay,0.0,0.0,,
157403,Nay,0.0,0.0,,
157404,Nay,0.0,0.0,,
157407,Nay,0.0,0.0,0.0116,0.3333
157412,Nay,,,,0.0417
157417,Nay,0.0,0.0,,
157418,Nay,0.0,0.0,,
157420,Nay,0.0,0.0,,
157421,Nay,0.0,2.0,,
157423,Nay,0.0,0.0,0.0,0.1667
157426,Nay,0.0,0.0,,
157432,Nay,0.0,0.0,,
157436,Nay,0.0,0.0,,
157439,Nay,0.0,0.0,0.0,0.3333
157441,Nay,0.0,0.0,,
157444,Nay,0.0,0.0,,
157450,Nay,0.0,0.0,,
157451,Nay,0.0,0.0,,
157453,Nay,0.0,0.0,,
157457,Nay,0.0,1.0,,
157460,Nay,0.0,0.0,,
157462,Nay,0.0,0.0,,
157463,Nay,0.0,0.0,,
157464,Nay,0.0,0.0,,
157483,Nay,,,0.0039,0.3333
157485,Nay,,,,0.0417
157487,Nay,0.0,0.0,0.1087,0.3333
157495,Nay,0.0,0.0,,
157496,Nay,0.0,0.0,,
157500,Nay,0.0,0.0,,0.0417
157503,Nay,0.0,0.0,0.0,0.0833
157504,Nay,0.0,0.0,,
157505,Nay,0.0,0.0,,
157512,Nay,0.0,0.0,,
157519,Nay,0.0,0.0,,
157524,Nay,,,,0.6667
157526,Nay,0.0,0.0,,
157527,Nay,0.0,0.0,,
157533,Nay,0.0,0.0,0.0,0.125
157536,Nay,0.0,0.0,,
157538,Nay,0.0,1.0,,
157539,Nay,0.0,0.0,0.0039,0.3333
157540,Nay,0.0,0.0,0.0194,0.3333
157545,Nay,0.0,0.0,0.0,0.3333
157548,Nay,0.0,0.0,0.0,0.3333
157558,Nay,0.0,2.0,,0.1667
157559,Nay,0.0,0.0,,
157564,Nay,,,0.0,0.0417
157567,Nay,0.0,0.0,0.0,0.1667
157569,Nay,0.0,1.0,,
157576,Nay,0.0,0.0,,
157577,Nay,0.0,0.0,,
157578,Nay,0.0,0.0,0.0,0.3333
157580,Nay,0.0,0.0,0.0,0.3333
157583,Nay,0.0,0.0,,0.1667
157589,Nay,0.0,0.0,,
157591,Nay,0.0,0.0,,0.1667
157592,Nay,,,,0.4583
157595,Nay,,,,0.125
157597,Nay,0.0,1.0,0.2096,0.5417
157598,Nay,0.0,3.0,0.0,0.1667
157599,Nay,,,,
157600,Nay,,,,
157601,Nay,0.0,0.0,,0.1667
157603,Nay,0.0,0.0,,
157608,Nay,0.0,0.0,0.0155,0.6667
157609,Nay,0.0,0.0,,0.3333
157613,Nay,0.0,0.0,0.0019,0.1667
157615,Nay,0.0,0.0,0.0039,0.3333
157618,Nay,,,,
157622,Nay,0.0,0.0,,
157624,Nay,0.0,0.0,,0.1667
157629,Nay,0.0,10.0,,
157634,Nay,,,,
157638,Nay,,,,
157644,Nay,,,0.0,0.125
157649,Nay,0.0,0.0,0.0,0.0417
157652,Nay,0.0,0.0,,0.0
157654,Nay,0.0,0.0,0.0039,0.3333
157658,Nay,0.0,0.0,,
157659,Nay,0.0,0.0,0.0039,0.1667
157685,Nay,0.0,0.0,,
157687,Nay,0.0,0.0,,
157692,Nay,0.0,0.0,,
157701,Nay,0.0,1.0,,
157710,Nay,0.0,1.0,0.0039,0.1667
157713,Nay,0.0,0.0,,
157714,Nay,0.0,0.0,,
157715,Nay,,,,
157717,Nay,0.0,0.0,0.0,0.1667
157719,Nay,0.0,0.0,0.0272,0.3333
157721,Nay,,,,0.3333
157724,Nay,0.0,0.0,,
157726,Nay,0.0,0.0,,0.0
157728,Nay,0.0,0.0,,
157729,Nay,0.0,0.0,,
157730,Nay,0.0,0.0,,0.0833
157732,Nay,0.0,0.0,,0.3333
157734,Nay,0.0,0.0,0.0,0.1667
157735,Nay,,,,
157736,Nay,0.0,1.0,,
157737,Nay,0.0,1.0,,
157738,Nay,0.0,0.0,,
157740,Nay,0.0,0.0,,
157742,Nay,,,,
157745,Nay,0.0,0.0,,
157746,Nay,0.0,0.0,,0.0
157747,Nay,0.0,0.0,,
157749,Nay,0.0,0.0,,0.3333
157750,Nay,0.0,0.0,,
157753,Nay,0.0,0.0,0.0,0.1667
157759,Nay,,,,
157760,Nay,,,0.0,0.1667
157767,Nay,0.0,2.0,,
157768,Nay,0.0,0.0,,
157773,Nay,0.0,1.0,,
157776,Nay,0.0,4.0,,0.3333
157779,Nay,0.0,0.0,0.0155,0.125
157785,Nay,0.0,0.0,,
157798,Nay,0.0,0.0,0.0,0.3333
157801,Nay,0.0,0.0,,
157806,Nay,0.0,0.0,0.0039,0.3333
157810,Nay,1.0,0.0,,
157813,Nay,0.0,1.0,0.0039,0.6667
157814,Nay,0.0,1.0,,0.1667
157819,Nay,0.0,0.0,,
157820,Nay,,,0.0039,0.3333
157821,Nay,0.0,0.0,,
157826,Nay,0.0,0.0,,
157830,Nay,0.0,1.0,,
157832,Nay,0.0,0.0,,
157833,Nay,0.0,0.0,0.0,0.1667
157834,Nay,,,,
157835,Nay,0.0,0.0,0.0,0.1667
157837,Nay,,,,
157843,Nay,0.0,0.0,0.0,0.1667
157846,Nay,0.0,0.0,,0.1667
157849,Nay,,,,0.1667
157850,Nay,0.0,0.0,,0.0417
157856,Nay,0.0,0.0,,
157860,Nay,0.0,0.0,0.0,0.1667
157861,Nay,0.0,0.0,,0.1667
157865,Nay,0.0,0.0,0.0,0.1667
157876,Nay,0.0,0.0,,
157878,Nay,0.0,0.0,,
157879,Nay,0.0,0.0,,0.3333
157882,Nay,0.0,1.0,,0.0417
157887,Nay,0.0,2.0,,
157897,Nay,0.0,1.0,,0.0417
157904,Nay,0.0,0.0,,0.3333
157908,Nay,0.0,0.0,,
157911,Nay,0.0,0.0,,
157912,Nay,0.0,1.0,0.0039,0.1667
157918,Nay,0.0,0.0,,
157930,Nay,0.0,0.0,0.0,0.375
157931,Nay,,,0.0,0.1667
157935,Nay,0.0,0.0,,0.1667
157946,Nay,0.0,0.0,0.0,0.1667
157947,Nay,0.0,0.0,,
157953,Nay,0.0,0.0,,
157954,Nay,0.0,0.0,0.0039,0.0833
157959,Nay,,,,
157961,Nay,0.0,0.0,,
157962,Nay,0.0,0.0,0.0,0.0417
157963,Nay,,,0.0,0.1667
157965,Nay,0.0,0.0,0.0,0.3333
157969,Nay,0.0,1.0,0.0,0.0833
157971,Nay,0.0,0.0,,
157972,Nay,,,0.0,0.4583
157974,Nay,0.0,0.0,,
157977,Nay,0.0,0.0,0.0039,0.3333
157983,Nay,0.0,0.0,0.0,0.1667
157986,Nay,0.0,0.0,0.0039,0.3333
157988,Nay,0.0,0.0,,
157993,Nay,0.0,0.0,,0.1667
158001,Nay,0.0,0.0,,
158011,Nay,,,0.0233,0.3333
158012,Nay,0.0,0.0,0.0,0.0417
158016,Nay,0.0,1.0,0.0,0.3333
158026,Nay,0.0,0.0,,0.1667
158027,Nay,,,,0.0833
158034,Nay,0.0,0.0,,
158047,Nay,0.0,0.0,0.0039,0.5417
158052,Nay,0.0,0.0,0.0078,0.1667
158055,Nay,0.0,0.0,,0.0
158065,Nay,0.0,0.0,0.0,0.375
158066,Nay,0.0,1.0,,0.1667
158069,Nay,0.0,0.0,,
158070,Nay,0.0,0.0,0.0039,0.3333
158071,Nay,0.0,0.0,,0.3333
158079,Nay,0.0,0.0,0.0311,0.3333
158080,Nay,0.0,0.0,0.0,0.1667
158085,Nay,0.0,1.0,,0.3333
158086,Nay,0.0,0.0,,
158089,Nay,0.0,0.0,,
158092,Nay,,,,0.1667
158093,Nay,0.0,0.0,,
158095,Nay,0.0,1.0,,
158097,Nay,0.0,0.0,0.0,0.1667
158103,Nay,0.0,0.0,0.0019,0.1667
158104,Nay,0.0,0.0,,
158106,Nay,0.0,0.0,,
158113,Nay,0.0,1.0,,0.3333
158115,Nay,0.0,0.0,0.0078,0.1667
158117,Nay,0.0,0.0,,
158121,Nay,0.0,0.0,,
158123,Nay,0.0,0.0,,0.0833
158135,Nay,0.0,0.0,,
158144,Nay,,,,
158149,Nay,0.0,0.0,,0.1667
158153,Nay,0.0,0.0,,
158157,Nay,0.0,1.0,0.0039,0.3333
158158,Nay,0.0,0.0,0.0039,0.3333
158160,Nay,0.0,0.0,,
158161,Nay,0.0,0.0,,
158162,Nay,1.0,0.0,0.0,0.1667
158163,Nay,0.0,0.0,0.0,0.0417
158164,Nay,0.0,0.0,,
158175,Nay,0.0,0.0,,0.1667
158180,Nay,0.0,0.0,,
158182,Nay,0.0,0.0,,
158187,Nay,0.0,2.0,0.0,0.3333
158188,Nay,0.0,0.0,,
158190,Nay,,,0.0,0.3333
158191,Nay,0.0,0.0,,
158194,Nay,,,,
158199,Nay,,,0.0116,0.125
158204,Nay,0.0,3.0,0.0,0.875
158206,Nay,0.0,0.0,0.0,0.1667
158212,Nay,0.0,0.0,0.0,0.1667
158224,Nay,0.0,0.0,,
158227,Nay,0.0,0.0,,0.1667
158228,Nay,0.0,2.0,0.0,0.375
158231,Nay,0.0,0.0,0.0,0.3333
158233,Yay,0.0,0.0,0.0,0.125
158236,Nay,0.0,0.0,,0.1667
158240,Nay,0.0,0.0,,
158242,Nay,,,,
158246,Nay,0.0,0.0,,0.1667
158248,Nay,0.0,0.0,,
158250,Nay,0.0,0.0,0.0,0.0417
158252,Nay,0.0,0.0,,
158257,Nay,0.0,0.0,0.0078,0.1667
158258,Nay,0.0,0.0,,
158261,Nay,3.0,0.0,0.0,0.3333
158263,Nay,0.0,0.0,,
158268,Nay,0.0,0.0,,
158271,Nay,,,0.2329,0.1667
158274,Nay,,,,0.1667
158276,Nay,1.0,0.0,0.0,0.1667
158284,Nay,1.0,0.0,,
158285,Nay,0.0,0.0,0.0,0.1667
158286,Nay,0.0,0.0,,
158288,Nay,0.0,0.0,0.0,0.1667
158291,Nay,0.0,0.0,,0.0417
158296,Nay,1.0,0.0,,
158301,Nay,0.0,0.0,0.0,0.375
158303,Nay,,,,
158305,Nay,0.0,0.0,,
158309,Nay,0.0,0.0,0.0,0.0417
158310,Nay,0.0,0.0,,
158312,Nay,0.0,1.0,,
158316,Nay,0.0,1.0,0.0,0.3333
158318,Nay,0.0,0.0,,
158319,Nay,0.0,0.0,,
158320,Nay,0.0,0.0,,
158322,Nay,0.0,0.0,,
158323,Nay,0.0,0.0,0.0039,0.1667
158324,Nay,0.0,2.0,,
158326,Nay,0.0,0.0,0.0039,0.3333
158327,Nay,0.0,0.0,,
158343,Nay,0.0,0.0,0.0,0.3333
158348,Nay,0.0,0.0,0.0,0.0417
158349,Nay,0.0,0.0,,
158359,Nay,0.0,0.0,,
158362,Nay,0.0,0.0,,0.1667
158364,Nay,,,0.0,0.3333
158369,Nay,1.0,0.0,,
158372,Nay,0.0,0.0,,
158379,Nay,0.0,0.0,0.0,0.1667
158382,Nay,0.0,0.0,0.0,0.1667
158383,Nay,0.0,0.0,,
158385,Nay,0.0,0.0,,
158389,Nay,0.0,0.0,,
158392,Nay,0.0,0.0,,
158393,Nay,0.0,0.0,,
158394,Nay,0.0,1.0,,0.1667
158397,Nay,0.0,0.0,0.0,0.375
158398,Nay,0.0,0.0,0.0349,0.5833
158404,Nay,0.0,0.0,0.0,0.1667
158406,Nay,0.0,0.0,0.0039,0.1667
158410,Nay,,,,
158415,Nay,0.0,0.0,,
158421,Nay,0.0,0.0,,0.1667
158423,Nay,,,,0.125
158433,Nay,0.0,0.0,,
158434,Nay,0.0,0.0,,
158437,Nay,0.0,0.0,0.0078,0.4583
158442,Nay,0.0,0.0,,
158450,Nay,0.0,0.0,,
158464,Nay,,,,
158466,Nay,0.0,0.0,,0.1667
158467,Nay,,,,
158472,Nay,0.0,0.0,0.0078,0.4583
158477,Nay,3.0,0.0,,0.0417
158480,Nay,0.0,2.0,0.0,0.1667
158482,Nay,0.0,0.0,,0.0
158493,Nay,0.0,0.0,,
158509,Nay,0.0,0.0,,
158514,Nay,0.0,0.0,0.0039,0.3333
158518,Nay,0.0,1.0,,
158522,Nay,0.0,2.0,,
158528,Nay,0.0,0.0,,
158529,Nay,0.0,0.0,,
158532,Nay,,,0.0039,0.1667
158536,Nay,0.0,1.0,,
158538,Nay,0.0,0.0,,
158540,Nay,0.0,0.0,0.0078,0.0833
158542,Nay,0.0,1.0,,
158543,Nay,0.0,0.0,,0.125
158549,Nay,0.0,0.0,,
158550,Nay,0.0,0.0,,
158553,Nay,0.0,0.0,0.0699,0.5
158565,Nay,0.0,0.0,,
158567,Nay,,,,
158568,Nay,0.0,0.0,,0.3333
158575,Nay,0.0,0.0,,
158576,Nay,0.0,0.0,,
158581,Nay,0.0,0.0,,0.1667
158582,Nay,0.0,0.0,,
158589,Nay,0.0,0.0,,0.3333
158591,Nay,0.0,0.0,0.0,0.3333
158595,Nay,0.0,0.0,,
158597,Nay,0.0,0.0,,
158599,Nay,0.0,0.0,0.0194,0.1667
158600,Nay,0.0,1.0,0.0116,0.1667
158602,Nay,0.0,0.0,0.0,0.125
158604,Nay,0.0,0.0,,
158606,Nay,0.0,0.0,,
158607,Nay,,,,
158608,Nay,,,,
158610,Nay,0.0,0.0,,
158612,Nay,0.0,0.0,0.0,0.0417
158615,Nay,0.0,1.0,,
158618,Nay,0.0,1.0,,0.3333
158619,Nay,0.0,0.0,,
158621,Nay,,,,
158630,Nay,0.0,0.0,,0.1667
158631,Nay,0.0,0.0,0.0116,0.3333
158634,Nay,0.0,0.0,0.0039,0.3333
158636,Nay,,,,
158641,Nay,0.0,0.0,,
158645,Nay,0.0,0.0,0.0039,0.1667
158646,Nay,0.0,0.0,,
158647,Nay,0.0,1.0,,
158648,Nay,0.0,0.0,0.0078,0.1667
158649,Nay,0.0,2.0,0.0,0.375
158654,Nay,0.0,0.0,,
158660,Nay,0.0,1.0,0.0,0.1667
158666,Nay,0.0,0.0,,
158667,Nay,0.0,1.0,0.0,0.3333
158669,Nay,0.0,0.0,0.0,0.4583
158671,Nay,0.0,0.0,,
158672,Nay,0.0,0.0,0.0,0.125
158674,Nay,0.0,0.0,,
158675,Nay,1.0,0.0,,0.3333
158676,Nay,0.0,0.0,,
158681,Nay,0.0,1.0,,
158682,Nay,0.0,3.0,0.0116,0.3333
158684,Nay,0.0,0.0,,
158689,Nay,,,,0.125
158690,Nay,0.0,0.0,,
158702,Nay,,,,0.3333
158704,Nay,0.0,1.0,,
158713,Nay,0.0,0.0,,
158718,Nay,0.0,0.0,0.0,0.1667
158723,Nay,0.0,0.0,0.0039,0.3333
158726,Nay,,,,0.1667
158727,Nay,0.0,1.0,0.0,0.1667
158729,Nay,,,,
158730,Nay,0.0,1.0,0.0116,0.3333
158731,Nay,0.0,0.0,0.0,0.3333
158732,Nay,0.0,0.0,,0.1667
158733,Nay,0.0,0.0,,
158736,Nay,0.0,0.0,,0.1667
158739,Nay,0.0,1.0,0.0116,0.4583
158740,Nay,0.0,0.0,0.0,0.0833
158744,Nay,0.0,0.0,0.0311,0.0833
158748,Nay,,,0.0,0.0417
158750,Nay,0.0,0.0,,0.1667
158756,Nay,0.0,0.0,0.0039,0.1667
158757,Nay,,,0.0,0.1667
158758,Nay,0.0,0.0,0.0,0.1667
158759,Nay,,,,
158760,Nay,0.0,0.0,,
158766,Nay,,,,
158775,Nay,,,,0.1667
158777,Nay,0.0,0.0,,
158780,Nay,0.0,3.0,0.0,0.1667
158782,Nay,0.0,0.0,0.0,0.1667
158786,Nay,0.0,0.0,,
158788,Nay,0.0,0.0,,
158797,Nay,0.0,1.0,,0.125
158801,Nay,,,,
158809,Nay,1.0,0.0,,
158810,Nay,,,,0.5417
158816,Nay,0.0,0.0,,
158818,Nay,0.0,0.0,,0.1667
158819,Nay,0.0,0.0,,
158820,Nay,0.0,0.0,,0.3333
158821,Nay,0.0,0.0,,0.4583
158822,Nay,0.0,0.0,,
158823,Nay,0.0,0.0,0.0019,0.1667
158830,Nay,0.0,4.0,,
158832,Nay,0.0,1.0,,0.3333
158835,Nay,0.0,0.0,,0.3333
158836,Nay,1.0,0.0,,0.0417
158838,Nay,0.0,0.0,,
158842,Nay,1.0,0.0,,
158849,Nay,0.0,0.0,,0.0417
158850,Nay,0.0,0.0,,
158853,Nay,,,,0.1667
158854,Nay,0.0,0.0,,
158859,Nay,0.0,0.0,,
158862,Nay,0.0,0.0,0.0039,0.3333
158863,Nay,0.0,0.0,,
158864,Nay,0.0,0.0,,
158865,Nay,0.0,0.0,,
158868,Nay,0.0,0.0,,
158872,Nay,0.0,1.0,0.0,0.3333
158874,Nay,,,,
158875,Nay,0.0,4.0,0.0,0.1667
158878,Nay,0.0,0.0,0.0039,0.5417
158880,Nay,0.0,5.0,,0.1667
158881,Nay,0.0,1.0,0.0039,0.1667
158887,Nay,0.0,0.0,,
158894,Nay,0.0,0.0,,0.3333
158901,Nay,,,0.0,0.3333
158903,Nay,0.0,1.0,0.0,0.125
158912,Nay,0.0,0.0,,0.1667
158919,Nay,0.0,0.0,,0.0833
158920,Nay,0.0,0.0,,0.1667
158923,Nay,0.0,0.0,,
158925,Nay,0.0,0.0,0.0,0.1667
158927,Nay,,,,
158928,Nay,0.0,0.0,,0.5833
158931,Nay,0.0,0.0,,
158932,Nay,0.0,0.0,,
158933,Nay,0.0,0.0,,
158937,Nay,,,0.0078,0.1667
158943,Nay,,,,
158944,Nay,0.0,0.0,0.0,0.0
158954,Nay,0.0,0.0,,
158955,Nay,0.0,0.0,,
158958,Nay,0.0,0.0,,0.125
158959,Nay,0.0,3.0,,0.1667
158964,Nay,0.0,2.0,,
